id,category
10037,Reebok
10075,Puma
10082,Reebok
10102,Reebok
10113,Reebok
10189,Indigo Nation
10288,Clarks
10315,Esprit
10331,Indigo Nation
10443,Flying Machine
10503,Flying Machine
10569,Puma
10579,Puma
10644,Doodle
10689,Doodle
10741,Disney
10772,Disney
10818,Wrangler
11006,Puma
11008,Inkfruit
11150,Carrera
11296,Wrangler
11379,United Colors Of Benetton
11387,United Colors of Benetton
11393,United Colors of Benetton
11449,United Colors of Benetton
11517,Catwalk
11619,W
11684,Lee
11708,Lee
11727,Lee
11738,Lee
11785,Lee
11919,Franco Leone
11939,Ganuchi
11962,ganuchi
11968,Newfeel
12105,W
12137,Aurelia
12183,Basics
12200,Basics
12287,Genesis
12337,Spykar
12339,Mark Taylor
12517,Red Tape
12577,Tantra
12629,Probase
12824,Nike
12850,Ant
12893,Hush Puppies
12974,ADIDAS
13082,Numero Uno
13092,ADIDAS
13112,ADIDAS
13139,Lee Cooper
13240,Palm Tree
13253,Palm Tree
13527,Scullers
13542,Carlton London
13713,Proline
13741,Belmonte
13762,Belmonte
13768,Belmonte
13771,Belmonte
13848,United Colors of Benetton
13975,Puma
14014,Nike
14016,Nike
14085,Flying Machine
14452,Enroute
14547,Vishudh
14562,Vans
14570,Vans
14642,Probase
14695,Basics
14764,Arrow
14960,Status Quo
15206,Arrow
15722,Nike
15730,Nike
15736,Nike
15761,Facit
15767,Facit
15789,Facit
15836,Visudh
15853,Warner Bros
15920,ADIDAS
15944,Turtle
16000,Turtle
16043,Highlander
16057,Highlander
1614,Reebok
16156,enroute
16163,enroute
16229,Puma
16391,Peter England
16411,Levis
16413,Levi's
16511,Locomotive
16520,Locomotive
16734,Lotto
16778,ADIDAS
16872,IDEE
16954,Image
16998,Rocia
17012,Rocia
17299,Puma
17371,Arrow
17476,Beyouty
17509,Classic Polo
17545,Mark Taylor
17583,ADIDAS
17590,Speedo
17629,ADIDAS
17646,Converse
17655,Catwalk
17704,Vans
17707,Vans
17779,Reid & Taylor
17843,Nike
17869,Levi's
17936,Puma
18014,Lino Perros
18017,Lino Perros
18023,Lino Perros
1808,Quechua
18210,Manchester United
18221,Manchester United
18345,Fila
18440,VITALGear
18447,Ed Hardy
18491,Nike
18496,Puma
1856,Inkfruit
18577,Puma
18602,Puma
18628,Puma
18749,Arrow
18777,Peter England
18822,Peter England
18849,Puma
18936,Levi's
18980,ADIDAS
19013,ADIDAS Originals
19022,Catwalk
19079,W
19091,W
19259,Guess
1938,Puma
19606,United Colors of Benetton
19721,United Colors Of Benetton
19731,United Colors of Benetton
19744,ADIDAS
19788,U.S. Polo Assn.
19834,U.S. Polo Assn.
19956,United Colors of Benetton
19999,United Colors of Benetton
20031,United Colors of Benetton
20093,Diva
20168,Wrangler
20235,Wrangler
20257,Wrangler
20404,Baggit
20478,Baggit
2048,ADIDAS
20503,Baggit
20507,Baggit
20510,Baggit
20522,Baggit
20547,Baggit
20630,Baggit
20760,Carlton London
20772,Carlton London
20942,ADIDAS
20962,Fastrack
21023,Black Coffee
21026,Clarks
21128,s.Oliver
2116,ADIDAS
21178,ADIDAS
21248,Footloose
21388,Catwalk
2139,Roadies
21446,Roxy
21451,Roxy
21522,Kiara
21533,Kiara
21645,Enamor
21724,Catwalk
21732,Catwalk
21812,Fossil
21822,Fossil
21843,Chhota Bheem
21873,Green Gold
21927,BIBA
21954,Murcia
21976,Murcia
22017,Vishudh
22060,Vishudh
22070,Vishudh
22138,Provouge
22148,Lee Cooper
22158,Lee Cooper
22204,Timberland
22209,Timberland
22264,Inc. 5
2228,ADIDAS
22369,Highlander
22379,Mark Taylor
22383,Mark Taylor
2243,ADIDAS
22461,Myntra
2254,ADIDAS
22548,Reebok
22553,Reebok
22640,Nike
22642,Nike
22665,Wildcraft
22666,Wildcraft
22706,Nike
22708,Nike
22726,Nike
22745,BIBA
22859,Woodland
22872,Woodland
22881,Woodland
22990,2go
23054,Arrow
2320,Nike
23235,Aneri
23280,Maxima
23285,Maxima
23304,W
23566,Boss
23588,Nike
23618,Hugo Boss
23627,Beatles
2369,Red Tape
23717,Ray-Ban
2375,Red Tape
23792,Oakley
23836,ADIDAS
23860,ADIDAS
23884,Fila
23893,Fila
23905,Fila
2394,Red Tape
23967,Peter England
23977,Peter England
24061,Locomotive
24345,ADIDAS
24367,Folklore
24388,Folklore
24448,Beyouty
24461,ADIDAS
24726,United Colors of Benetton
