id,reviewid1,reviewid2
ant_man_and_the_wasp_quantumania,102780001,102779962
ant_man_and_the_wasp_quantumania,102780845,102780948
ant_man_and_the_wasp_quantumania,102780845,102781828
ant_man_and_the_wasp_quantumania,102780845,102779634
ant_man_and_the_wasp_quantumania,102780001,102780948
ant_man_and_the_wasp_quantumania,102781867,102779962
ant_man_and_the_wasp_quantumania,102780869,102779634
ant_man_and_the_wasp_quantumania,102780869,102779962
ant_man_and_the_wasp_quantumania,102780001,102781828
ant_man_and_the_wasp_quantumania,102781867,102779634
ant_man_and_the_wasp_quantumania,102780869,102780948
ant_man_and_the_wasp_quantumania,102780845,102779482
ant_man_and_the_wasp_quantumania,102780869,102779482
ant_man_and_the_wasp_quantumania,102781867,102780948
ant_man_and_the_wasp_quantumania,102780845,102779962
ant_man_and_the_wasp_quantumania,102781867,102779482
ant_man_and_the_wasp_quantumania,102781867,102781828
ant_man_and_the_wasp_quantumania,102780869,102781828
