id,reviewid1,reviewid2
ant_man_and_the_wasp_quantumania,102780483,102780948
ant_man_and_the_wasp_quantumania,102780948,102779501
ant_man_and_the_wasp_quantumania,102779634,102780483
ant_man_and_the_wasp_quantumania,102779482,102779501
ant_man_and_the_wasp_quantumania,102779501,102780948
ant_man_and_the_wasp_quantumania,102781828,102779962
ant_man_and_the_wasp_quantumania,102784591,102779634
ant_man_and_the_wasp_quantumania,102780948,102780483
ant_man_and_the_wasp_quantumania,102779482,102780483
ant_man_and_the_wasp_quantumania,102779634,102779616
ant_man_and_the_wasp_quantumania,102779962,102779482
ant_man_and_the_wasp_quantumania,102780948,102779616
ant_man_and_the_wasp_quantumania,102779482,102779616
ant_man_and_the_wasp_quantumania,102784591,102780948
ant_man_and_the_wasp_quantumania,102779962,102779634
ant_man_and_the_wasp_quantumania,102779634,102784591
ant_man_and_the_wasp_quantumania,102779616,102779482
ant_man_and_the_wasp_quantumania,102780483,102779482
ant_man_and_the_wasp_quantumania,102779501,102779482
ant_man_and_the_wasp_quantumania,102780948,102784591
ant_man_and_the_wasp_quantumania,102780483,102779634
ant_man_and_the_wasp_quantumania,102779482,102784591
ant_man_and_the_wasp_quantumania,102779616,102779634
ant_man_and_the_wasp_quantumania,102779962,102780948
ant_man_and_the_wasp_quantumania,102779501,102779634
ant_man_and_the_wasp_quantumania,102779634,102779962
ant_man_and_the_wasp_quantumania,102781828,102784591
ant_man_and_the_wasp_quantumania,102779634,102779501
ant_man_and_the_wasp_quantumania,102780948,102779962
ant_man_and_the_wasp_quantumania,102784591,102779482
ant_man_and_the_wasp_quantumania,102779482,102779962
ant_man_and_the_wasp_quantumania,102779616,102780948
