id,reviewId,reviewId2
ant_man_and_the_wasp_quantumania,102782734,102780704
ant_man_and_the_wasp_quantumania,102780704,102782734
ant_man_and_the_wasp_quantumania,102782734,102780704
ant_man_and_the_wasp_quantumania,102780704,102782734
ant_man_and_the_wasp_quantumania,102782734,102780704
ant_man_and_the_wasp_quantumania,102780704,102782734
ant_man_and_the_wasp_quantumania,102782734,102780704
ant_man_and_the_wasp_quantumania,102780704,102782734
ant_man_and_the_wasp_quantumania,102780607,102779555
ant_man_and_the_wasp_quantumania,102780607,102779555
