id,reviewId,reviewId_1
ant_man_and_the_wasp_quantumania,102781074,102779875
ant_man_and_the_wasp_quantumania,102781074,102779761
ant_man_and_the_wasp_quantumania,102781074,102779761
ant_man_and_the_wasp_quantumania,102781074,102780299
ant_man_and_the_wasp_quantumania,102781074,102781215
ant_man_and_the_wasp_quantumania,102781074,102780692
ant_man_and_the_wasp_quantumania,102781074,102780416
ant_man_and_the_wasp_quantumania,102781074,102780403
ant_man_and_the_wasp_quantumania,102781074,102780270
ant_man_and_the_wasp_quantumania,102781074,102781057
