movieId,movieScore
star_wars_the_rise_of_skywalker,2.89
star_wars_the_last_jedi,3.880000000000001
atomic_blonde_2017,3.4
2012,2.404907975460122
captain_america_civil_war,3.808510638297872
thor_ragnarok_2017,3.909090909090909
snow_white_and_the_huntsman,2.8300653594771243
blackkklansman,4.108695652173914
a_star_is_born_2018,4.023364485981309
the_front_runner_2018,2.858333333333334
the_irishman,4.015037593984962
once_upon_a_time_in_hollywood,3.654008438818565
crazy_rich_asians,3.6
la_la_land,4.286713286713286
star_wars_episode_vii_the_force_awakens,3.894736842105263
glass_onion_a_knives_out_mystery,4.217391304347826
parasite_2019,4.484251968503937
joker_2019,3.1346938775510202
captain_marvel,3.529411764705882
ant_man_and_the_wasp,3.675
doctor_strange_in_the_multiverse_of_madness,3.3483146067415728
the_batman,3.6994818652849735
mission_impossible_fallout,4.388888888888888
avengers_endgame,4.065502183406114
ready_player_one,3.395348837209302
mad_max_fury_road,4.13846153846154
nope,3.7959183673469385
a_beautiful_day_in_the_neighborhood,4.571428571428572
ant_man_and_the_wasp_quantumania,2.76171875
black_widow_2021,3.431372549019608
the_post,3.923076923076923
arrival_2016,4.185714285714287
the_invisible_man_2020,3.96875
taken_3,1.8416666666666666
bohemian_rhapsody,3.0294117647058822
jackie_2016,3.4
wonder_woman_2017,4.2215189873417724
glass_2019,2.458333333333333
spider_man_no_way_home,3.948717948717949
cruella,3.5925925925925926
avatar_the_way_of_water,3.6610169491525424
black_panther_2018,4.371980676328502
american_splendor,3.4
get_out,4.238095238095237
rogue_one_a_star_wars_story,3.5258620689655173
nomadland,4.019230769230769
promising_young_woman,4.03030303030303
moonlight_2016,4.374999999999999
1193230-state_of_play,3.6578947368421058
solo_a_star_wars_story,3.165680473372781
everything_everywhere_all_at_once,4.615384615384616
dune_2021,3.641711229946524
mother_2017,2.666666666666667
shazam,3.914285714285714
knives_out,4.197278911564625
wonder_woman_1984,3.060240963855422
the_lighthouse_2019,3.642857142857143
ad_astra,3.6875
birds_of_prey_2020,3.7199999999999998
top_gun_maverick,4.260869565217392
guardians_of_the_galaxy_vol_2,3.404761904761905
kong_skull_island,3.2142857142857144
stillwater_2020,3.0833333333333335
blue_is_the_warmest_color,4.137931034482758
elvis,3.769230769230769
rocketman_2019,3.894736842105263
beauty_and_the_beast_2017,3.2857142857142856
alien_covenant,3.28
black_panther_wakanda_forever,3.3999999999999995
dunkirk_2017,4.155038759689923
toy_story_4,4.110091743119266
first_man,3.883928571428571
the_lion_king_2019,2.8947368421052633
roma_2018,4.333333333333333
thor_love_and_thunder,2.8032786885245904
godzilla_vs_kong,4.0
jojo_rabbit,3.3584905660377355
a_quiet_place_part_ii,4.4
aquaman_2018,3.1612903225806455
widows_2018,4.2195121951219505
28_days_later,3.4838709677419355
tenet,2.8
mary_poppins_returns,2.8333333333333335
spider_man_far_from_home,3.6666666666666665
avengers_infinity_war,3.779005524861878
batman_v_superman_dawn_of_justice,2.323529411764706
aladdin,2.888888888888889
jurassic_world_fallen_kingdom,2.6000000000000005
spider_man_homecoming,4.235294117647059
eternals,2.6818181818181817
if_beale_street_could_talk,5.0
three_billboards_outside_ebbing_missouri,4.0
midsommar,3.421052631578947
marriage_story_2019,3.7
logan_2017,4.333333333333334
spider_man_into_the_spider_verse,4.533333333333333
little_women_2019,4.380952380952381
jurassic_world_dominion,2.5999999999999996
deadpool_2,3.5945945945945947
halloween_2018,3.5
the_favourite_2018,3.909090909090909
no_time_to_die_2021,3.4222222222222225
inside_out_2015,3.857142857142857
hereditary,3.7142857142857144
incredibles_2,4.25
west_side_story_2021,4.625
the_northman,3.8
i_tonya,3.75
suicide_squad_2016,2.3333333333333335
prairie_home_companion,3.5999999999999996
the_revenant_2015,3.285714285714286
ford_v_ferrari,3.8
phantom_thread,4.6
catch_me_if_you_can,4.055555555555555
interstellar_2014,4.4
doctor_strange_2016,3.2222222222222223
it_chapter_two,3.285714285714286
war_for_the_planet_of_the_apes,4.6
it_2017,3.7272727272727275
avengers_age_of_ultron,3.3333333333333335
marvels_the_avengers,3.6
the_matrix_resurrections,2.75
justice_league_2017,2.4642857142857144
dark_phoenix,2.125
spectre_2015,2.2
a_quiet_place_2018,4.0
oceans_8,3.6
argo_2012,3.4
house_of_gucci,2.2
triple_9,2.4
kung_fu_panda_3,3.6
inception,3.8
the_suicide_squad,4.166666666666667
venom_2018,1.8
hustlers_2019,3.8
12_years_a_slave,4.166666666666666
baby_driver,4.176470588235295
yesterday_2019,3.2
isle_of_dogs_2018,3.6
booksmart,3.7777777777777777
skyfall,3.6363636363636362
dumbo_2019,2.6
spotlight_2015,4.2
gone_girl,4.4
vice_2018,3.6
hail_caesar_2016,3.8
the_fabelmans,4.4
gravity_2013,4.4
fright_night_2011,3.0
green_book,3.2
call_me_by_your_name,4.4
