id,reviewId,reviewId_1
ant_man_and_the_wasp_quantumania,102781074,102780524
ant_man_and_the_wasp_quantumania,102781074,102780218
ant_man_and_the_wasp_quantumania,102781074,102780491
ant_man_and_the_wasp_quantumania,102781074,102780299
ant_man_and_the_wasp_quantumania,102781074,102779557
ant_man_and_the_wasp_quantumania,102781074,102780376
ant_man_and_the_wasp_quantumania,102781074,102781420
ant_man_and_the_wasp_quantumania,102781074,102779761
ant_man_and_the_wasp_quantumania,102781074,102780627
ant_man_and_the_wasp_quantumania,102781074,102780218
