id,category
58513,Bottomwear
13879,Topwear
7160,Topwear
28004,Innerwear
33043,Topwear
34266,Topwear
36590,Topwear
2280,Topwear
5432,Topwear
46246,Topwear
40941,Topwear
51030,Innerwear
11740,Topwear
12793,Topwear
23212,Topwear
26935,Topwear
22591,Topwear
27028,Bottomwear
25915,Bottomwear
32197,Topwear
42677,Topwear
5208,Topwear
9771,Topwear
8802,Topwear
15096,Topwear
42392,Topwear
10341,Topwear
33152,Topwear
6135,Topwear
38582,Bottomwear
9714,Topwear
44835,Topwear
14983,Topwear
46361,Topwear
28548,Topwear
13507,Topwear
9589,Topwear
21400,Topwear
7023,Topwear
26823,Bottomwear
43224,Bottomwear
16026,Topwear
11455,Topwear
9947,Topwear
38584,Topwear
33149,Bottomwear
45102,Innerwear
29278,Topwear
32637,Bottomwear
38769,Topwear
3859,Topwear
3892,Topwear
8446,Topwear
32460,Topwear
1531,Topwear
26897,Topwear
42522,Topwear
9790,Topwear
37720,Topwear
27919,Bottomwear
5130,Topwear
26092,Topwear
12095,Topwear
43630,Bottomwear
19487,Innerwear
30909,Topwear
3858,Topwear
25901,Bottomwear
39130,Bottomwear
2006,Topwear
11796,Topwear
27891,Topwear
21168,Topwear
59072,Innerwear
33495,Bottomwear
8337,Topwear
32388,Topwear
52067,Topwear
3314,Topwear
23200,Topwear
19735,Topwear
8558,Topwear
12177,Topwear
1613,Topwear
4959,Topwear
28641,Topwear
11991,Topwear
17853,Innerwear
51433,Topwear
25541,Topwear
27482,Innerwear
8729,Topwear
2677,Topwear
27485,Innerwear
42422,Topwear
11388,Topwear
43700,Topwear
18857,Topwear
5661,Topwear
12338,Bottomwear
22753,Topwear
16193,Topwear
32930,Topwear
19587,Topwear
13881,Topwear
49651,Topwear
17242,Topwear
53556,Bottomwear
5097,Topwear
3682,Topwear
11665,Topwear
33964,Topwear
37936,Dress
1985,Topwear
13730,Topwear
32440,Topwear
46999,Topwear
12672,Bottomwear
34182,Topwear
3017,Topwear
8291,Topwear
19851,Topwear
9178,Bottomwear
54600,Innerwear
38573,Bottomwear
17560,Topwear
57412,Innerwear
34319,Topwear
41381,Topwear
7277,Topwear
27503,Innerwear
19666,Topwear
6951,Topwear
17947,Bottomwear
18301,Topwear
31029,Topwear
20358,Topwear
41357,Bottomwear
5132,Topwear
19610,Topwear
33144,Bottomwear
37341,Topwear
20153,Topwear
12292,Topwear
22407,Topwear
32632,Bottomwear
47030,Topwear
16650,Topwear
9678,Topwear
23869,Topwear
19551,Topwear
22324,Topwear
21138,Topwear
30486,Innerwear
15994,Topwear
2606,Topwear
40992,Topwear
18621,Topwear
52256,Innerwear
17232,Topwear
56850,Bottomwear
18887,Topwear
25904,Bottomwear
48399,Bottomwear
28831,Innerwear
9667,Topwear
3953,Topwear
38601,Topwear
20097,Topwear
26969,Topwear
34054,Bottomwear
5004,Bottomwear
2689,Topwear
36199,Topwear
14006,Topwear
13812,Topwear
57392,Innerwear
11741,Topwear
9657,Topwear
12950,Topwear
26995,Bottomwear
32106,Innerwear
53767,Topwear
24037,Topwear
6013,Topwear
25544,Topwear
8948,Bottomwear
10006,Topwear
15779,Innerwear
11436,Topwear
22045,Topwear
4864,Topwear
4457,Topwear
35894,Topwear
34348,Topwear
42552,Topwear
9346,Bottomwear
14322,Topwear
4208,Topwear
45977,Topwear
33590,Topwear
41382,Topwear
23961,Topwear
47271,Innerwear
49942,Topwear
19404,Topwear
9181,Topwear
40660,Topwear
42598,Topwear
17564,Topwear
13792,Topwear
30722,Topwear
44668,Topwear
23328,Topwear
6581,Topwear
5758,Topwear
2746,Topwear
19613,Topwear
44643,Dress
14301,Topwear
22061,Topwear
8441,Topwear
41962,Bottomwear
3202,Topwear
29246,Topwear
35041,Topwear
32459,Topwear
19648,Topwear
29649,Topwear
33582,Topwear
29164,Topwear
59677,Innerwear
52092,Topwear
39761,Bottomwear
15907,Topwear
4761,Topwear
19100,Topwear
8791,Topwear
7347,Topwear
21930,Topwear
19967,Topwear
35998,Topwear
19108,Topwear
2257,Topwear
33032,Topwear
34441,Topwear
4361,Topwear
2098,Topwear
28857,Topwear
32505,Topwear
44788,Innerwear
3758,Topwear
59692,Innerwear
27476,Innerwear
26796,Topwear
20208,Topwear
46412,Topwear
4382,Topwear
16365,Topwear
56810,Topwear
57338,Innerwear
6241,Topwear
57397,Innerwear
28894,Innerwear
26931,Topwear
19340,Topwear
27448,Topwear
1803,Topwear
4315,Topwear
51002,Innerwear
53752,Bottomwear
52470,Innerwear
33156,Topwear
20787,Topwear
49985,Innerwear
48430,Topwear
43226,Topwear
14583,Topwear
18371,Topwear
16449,Topwear
1573,Bottomwear
19096,Topwear
20178,Topwear
30321,Topwear
6530,Topwear
10374,Topwear
15468,Topwear
18983,Topwear
8405,Topwear
31290,Topwear
41745,Topwear
13963,Topwear
1948,Topwear
18740,Topwear
11606,Topwear
23195,Topwear
20369,Topwear
8026,Bottomwear
16633,Topwear
24537,Topwear
25840,Topwear
33313,Topwear
15824,Topwear
12030,Topwear
20334,Topwear
1798,Topwear
43491,Topwear
30732,Bottomwear
42527,Topwear
21882,Topwear
53835,Topwear
27949,Innerwear
34333,Topwear
12098,Topwear
55599,Topwear
42777,Topwear
4811,Topwear
30530,Innerwear
28731,Topwear
18739,Topwear
17269,Topwear
38626,Topwear
2252,Topwear
17498,Topwear
11750,Topwear
9246,Topwear
4901,Topwear
18620,Topwear
26725,Topwear
18227,Topwear
57325,Innerwear
18644,Bottomwear
31598,Topwear
18686,Innerwear
10418,Topwear
10840,Topwear
57172,Topwear
44333,Topwear
23651,Topwear
26923,Topwear
10825,Topwear
10489,Bottomwear
22580,Topwear
39752,Bottomwear
51009,Innerwear
34031,Topwear
42428,Topwear
50589,Innerwear
32767,Topwear
10007,Topwear
25770,Innerwear
56847,Bottomwear
11542,Topwear
46814,Bottomwear
12137,Topwear
4745,Topwear
19980,Topwear
10031,Topwear
19974,Topwear
16903,Topwear
9465,Topwear
16197,Topwear
39184,Topwear
1891,Topwear
21376,Topwear
53794,Topwear
9695,Topwear
17625,Bottomwear
20038,Bottomwear
11581,Topwear
11575,Topwear
46020,Topwear
51431,Topwear
13442,Topwear
25924,Topwear
27489,Innerwear
1944,Topwear
51776,Innerwear
47284,Topwear
30925,Bottomwear
21602,Topwear
37599,Topwear
8858,Topwear
35260,Topwear
41588,Topwear
29056,Bottomwear
4461,Topwear
31257,Topwear
24924,Topwear
14779,Topwear
33751,Topwear
47075,Bottomwear
33564,Topwear
24347,Topwear
56304,Innerwear
16010,Topwear
27139,Innerwear
32240,Topwear
13934,Topwear
9166,Bottomwear
11689,Topwear
24331,Bottomwear
19841,Topwear
15816,Innerwear
20306,Topwear
12607,Topwear
1538,Topwear
12255,Topwear
28932,Topwear
41965,Topwear
8014,Topwear
16468,Topwear
31423,Dress
15826,Topwear
12298,Topwear
43254,Topwear
10355,Topwear
13943,Topwear
11083,Topwear
42972,Innerwear
3867,Topwear
30338,Topwear
15931,Topwear
7128,Bottomwear
50503,Innerwear
28045,Innerwear
26716,Topwear
34476,Topwear
9818,Topwear
4393,Topwear
10013,Topwear
22317,Topwear
28847,Topwear
18622,Topwear
4303,Topwear
5021,Topwear
12311,Topwear
14015,Topwear
24875,Topwear
57319,Innerwear
7510,Bottomwear
59877,Bottomwear
38840,Dress
7189,Bottomwear
51448,Dress
13447,Topwear
10032,Topwear
27644,Topwear
8381,Topwear
5658,Topwear
2683,Topwear
16799,Bottomwear
18491,Topwear
14051,Topwear
7197,Topwear
4376,Topwear
1860,Topwear
4982,Topwear
27874,Topwear
10068,Topwear
24606,Topwear
12364,Topwear
7935,Bottomwear
19982,Topwear
59832,Topwear
49633,Dress
24264,Bottomwear
3351,Topwear
2241,Topwear
23077,Topwear
24404,Topwear
27888,Topwear
41320,Bottomwear
17939,Bottomwear
17753,Topwear
33169,Topwear
12674,Bottomwear
17796,Topwear
2305,Topwear
19633,Topwear
24547,Topwear
3284,Topwear
9540,Topwear
24514,Topwear
45972,Topwear
10787,Topwear
3813,Topwear
14316,Topwear
30514,Innerwear
57446,Topwear
53816,Topwear
16288,Topwear
57810,Topwear
27532,Topwear
34921,Topwear
5172,Topwear
44879,Topwear
58425,Dress
24395,Topwear
3066,Topwear
37776,Topwear
3865,Topwear
11612,Dress
11043,Topwear
4817,Topwear
8420,Topwear
18364,Innerwear
39448,Topwear
18731,Topwear
32401,Topwear
41993,Bottomwear
17714,Topwear
54480,Innerwear
14995,Topwear
9163,Bottomwear
35277,Topwear
59881,Bottomwear
13257,Bottomwear
38617,Topwear
19104,Topwear
8792,Topwear
26949,Topwear
3525,Topwear
3728,Topwear
15162,Topwear
28675,Topwear
37892,Bottomwear
3775,Topwear
54702,Topwear
3540,Topwear
24240,Dress
57117,Topwear
13635,Topwear
34473,Dress
17850,Topwear
59880,Bottomwear
46259,Topwear
16925,Topwear
8162,Topwear
39103,Bottomwear
29706,Topwear
25349,Innerwear
31312,Topwear
43960,Topwear
4944,Topwear
32564,Bottomwear
26951,Topwear
7156,Topwear
26101,Topwear
52073,Topwear
51602,Bottomwear
3764,Topwear
10803,Topwear
43305,Topwear
2680,Topwear
7796,Topwear
35947,Topwear
8785,Topwear
10409,Topwear
12154,Bottomwear
46270,Topwear
42418,Dress
25521,Innerwear
30651,Bottomwear
7307,Topwear
57152,Topwear
38808,Topwear
16130,Topwear
35970,Topwear
2194,Topwear
56305,Innerwear
2160,Topwear
20382,Topwear
17509,Topwear
4404,Topwear
1972,Topwear
43646,Dress
37795,Topwear
59710,Innerwear
30323,Topwear
40408,Topwear
30526,Innerwear
3477,Topwear
3810,Topwear
7818,Topwear
25031,Topwear
7643,Topwear
39222,Topwear
20330,Topwear
43034,Topwear
7695,Bottomwear
42123,Topwear
37514,Bottomwear
31422,Bottomwear
7001,Topwear
31476,Bottomwear
17943,Topwear
16057,Bottomwear
40629,Topwear
19676,Topwear
38995,Bottomwear
22057,Topwear
30901,Bottomwear
33942,Topwear
9532,Topwear
57404,Innerwear
34156,Topwear
38933,Bottomwear
1563,Topwear
32432,Topwear
32230,Topwear
12061,Topwear
6947,Topwear
14953,Topwear
28130,Innerwear
19683,Topwear
32457,Bottomwear
11048,Topwear
44888,Topwear
20161,Topwear
57033,Topwear
57141,Bottomwear
30611,Topwear
10478,Topwear
7313,Topwear
38481,Topwear
15560,Bottomwear
10845,Topwear
4960,Topwear
11731,Topwear
53319,Topwear
8550,Topwear
26388,Topwear
30645,Topwear
9820,Topwear
54556,Topwear
10689,Topwear
12578,Topwear
27495,Innerwear
44791,Innerwear
25533,Topwear
27290,Topwear
2868,Topwear
6064,Topwear
25354,Innerwear
5847,Topwear
12595,Topwear
23219,Topwear
3903,Topwear
27471,Innerwear
34092,Topwear
9630,Topwear
30855,Topwear
28452,Bottomwear
23872,Topwear
50577,Innerwear
31124,Dress
16195,Topwear
7155,Topwear
42221,Topwear
7136,Bottomwear
41002,Bottomwear
26365,Topwear
23083,Topwear
46414,Bottomwear
20919,Bottomwear
31068,Topwear
32619,Topwear
4834,Bottomwear
59128,Topwear
15035,Topwear
4805,Topwear
6564,Bottomwear
28725,Topwear
